cliente_id,data_compra,Produto,Valor_Médio,prob_180d,comprou_180d,prob_360d,comprou_360d
982803,2023-08-25,42680670,203425.638,0.6769939377988975,1,0.782290442096777,1
982803,2023-09-25,42680670,206752.08937499998,0.6297835167893809,1,0.728803915447791,1
982803,2023-10-25,42680670,209339.32933333333,0.5364236182639374,1,0.625770280514714,1
982803,2023-11-27,42680670,211409.1213,0.48385395145090404,1,0.5544086235174798,1
982803,2023-12-21,42680670,213102.58745454543,0.45149150899316487,1,0.507146849265274,1
982803,2024-04-01,42680670,213354.82025,0.6938282533013791,1,0.820178645376965,1
982803,2024-05-02,42680670,213568.248,0.7068720773735828,1,0.8215641890900844,1
982803,2024-05-24,42680670,213751.18607142856,0.6891612480902833,0,0.803935767914634,0
984003,2024-01-02,5772021022,5526.456,0.17189235983438653,0,0.18747186201571758,0
988803,2024-03-07,1803561216,39011.58300000001,0.11033145256499549,0,0.14392343714529193,0
989703,2023-01-26,1000820670,57551.87100000001,0.5239774475459497,1,0.49325430075817406,1
989703,2023-02-23,1000820670,60818.17950000001,0.8546432004227109,1,0.8544763392587095,1
989703,2023-05-09,1000820670,103668.70800000003,0.8344707575733995,1,0.8266008396715571,1
989703,2023-06-15,1000820670,93772.65300000002,0.7995615950981941,1,0.778627255489411,1
989703,2023-11-27,1000820670,87642.77340000002,0.711665016863948,1,0.6313095625689372,1
